SPO_wrong,ETO_wrong,SPO_correct,ETO_correct,n
1879.3306806087494,24.106053352355957,1691.8990902900696,19.71415090560913,400
1853.6182720661163,26.0164692401886,1662.2192871570587,24.404696464538574,400
1836.8747448921204,24.894476175308228,1662.9907898902893,26.36742377281189,400
1899.1370911598206,26.197352409362793,1655.2498233318329,21.436116933822632,400
1885.0276145935059,21.829042196273804,1732.5357027053833,18.005930423736572,400
1836.887324810028,25.72445058822632,1735.0898606777191,20.970630645751953,400
1864.3968629837036,25.035155773162842,1692.4329907894135,23.339035511016846,400
1830.2002849578857,23.71982455253601,1647.699639081955,25.271997690200806,400
1867.2845656871796,26.316487550735474,1699.8058578968048,23.613513469696045,400
1817.3955652713776,24.20741081237793,1644.4253804683685,26.935885190963745,400
1851.8072521686554,26.485124349594116,1686.0973212718964,22.994271993637085,400
1820.189867258072,24.621967315673828,1673.0798621177673,26.43228578567505,400
1829.5147006511688,24.113659143447876,1680.6483597755432,24.67274045944214,400
1805.0943882465363,23.4125235080719,1685.5678339004517,25.03457260131836,400
1891.8487560749054,26.5458722114563,1703.8239583969116,23.066417694091797,400
1842.290120124817,24.398797512054443,1672.3412675857544,23.581604957580566,400
1797.8161344528198,24.06428837776184,1697.157720565796,24.797760009765625,400
1814.9545261859894,23.98577618598938,1661.2606570720673,25.46911120414734,400
1802.6344940662384,24.128161668777466,1764.9886538982391,20.10690951347351,400
1856.933254957199,24.67229700088501,1703.1840150356293,21.537426710128784,400
1856.1459062099457,24.240363836288452,1637.5370688438416,25.38355040550232,400
1822.1660616397858,24.839086771011353,1657.575915813446,25.39393949508667,400
1854.5219628810883,25.907283067703247,1748.2498450279236,16.021437168121338,400
1829.652508020401,24.210216760635376,1688.0873284339905,24.524603366851807,400
1864.6271831989288,26.09868025779724,1712.2623562812805,23.777228593826294,400
1879.7763140201569,23.709774255752563,1712.236899137497,20.87388277053833,400
1903.4383261203766,25.036733627319336,1687.6809539794922,22.23846960067749,400
1851.3486812114716,24.65920329093933,1690.0230612754822,22.32802939414978,400
1848.6299765110016,24.438904762268066,1678.0365002155304,23.609575748443604,400
1881.360862493515,25.5289089679718,1748.3301424980164,11.45093059539795,400
1864.6986968517303,25.436495780944824,1666.1817076206207,22.705061197280884,400
1893.2025282382965,25.115994453430176,1691.407699584961,20.558465480804443,400
1835.7003762722015,24.34255599975586,1742.2230207920074,22.7077214717865,400
1888.6579751968384,25.048991203308105,1698.8621985912323,22.67740297317505,400
1843.0521626472473,25.482503414154053,1687.728117465973,22.7552227973938,400
1829.4685924053192,23.545490264892578,1658.1930243968964,25.88137722015381,400
1893.8419988155365,22.67879581451416,1676.0586688518524,20.683778285980225,400
1880.6442034244537,23.092311143875122,1663.510618686676,22.50800085067749,400
1864.7193217277527,25.61124324798584,1691.377487897873,22.94316267967224,400
1901.1630709171295,26.917712450027466,1683.1347239017487,22.32641911506653,400
1845.0859439373016,26.492130041122437,1787.327247619629,19.35810923576355,400
1891.9045007228851,21.397221326828003,1735.179417848587,18.83462429046631,400
1853.6307697296143,25.731724500656128,1693.3324315547943,23.85858392715454,400
1871.3616864681244,26.024518966674805,1703.8409476280212,18.878814935684204,400
1876.3806202411652,25.208716869354248,1658.6600999832153,23.169453859329224,400
1837.239881515503,24.53420114517212,1637.7960729599,27.060864448547363,400
1831.5272064208984,25.35937261581421,1642.7231137752533,26.68563175201416,400
1858.468299627304,24.59279704093933,1770.450754404068,21.643330812454224,400
1897.9546117782593,24.973433017730713,1641.807268857956,23.726356029510498,400
1903.4375820159912,24.643441677093506,1697.0904104709625,17.628137588500977,400
1420.2534883022308,26.115031242370605,1922.312941789627,22.5040283203125,600
1394.338562965393,28.89233636856079,1942.0482523441315,23.010713815689087,600
1366.3970441818237,28.76643681526184,1949.9737043380737,24.08784580230713,600
1347.1196885108948,22.664210319519043,1940.0337076187134,25.14681625366211,600
1342.4649436473846,12.58332371711731,1945.628267288208,24.637279748916626,600
1406.219220161438,28.474884033203125,1927.8334414958954,23.317620515823364,600
1349.4359118938446,24.924474954605103,1915.078685760498,27.41993284225464,600
1324.9885840415955,22.13854169845581,1941.4477846622467,26.35993456840515,600
1397.214804649353,29.521840572357178,1937.1896271705627,20.822997331619263,600
1375.8017132282257,28.885408639907837,1962.8196890354156,23.295501470565796,600
1437.0025215148926,26.134316444396973,1958.5222108364105,17.457735538482666,600
1351.7174656391144,26.899795293807983,1963.6671342849731,23.50493311882019,600
1406.9041645526886,28.483947277069092,1950.1091854572296,22.16337752342224,600
1503.1862173080444,22.730432510375977,1906.0637199878693,19.461846351623535,600
1459.4633958339691,27.242034435272217,1935.3512165546417,16.69951820373535,600
1360.8513958454132,29.762839555740356,1929.4896421432495,25.787598609924316,600
1343.811854839325,23.682682514190674,1937.725596666336,26.196456909179688,600
1404.3933510780334,28.3025906085968,1921.2717862129211,23.008919715881348,600
1352.400464773178,24.643868684768677,1948.027019739151,23.93623399734497,600
1360.0218679904938,27.25357675552368,1925.2745535373688,25.010483741760254,600
1363.180181980133,29.470248699188232,1925.418600320816,24.632320404052734,600
1374.0050194263458,29.42142653465271,1960.8629887104034,22.393526554107666,600
1348.1123898029327,23.928058624267578,1959.5623061656952,24.444575548171997,600
1468.6748006343842,26.83890986442566,1929.6054079532623,21.153080940246582,600
1354.2510659694672,28.903767108917236,1969.5161547660828,23.785773277282715,600
1400.9419782161713,28.89223313331604,1931.6508939266205,23.496487140655518,600
1469.542588710785,26.40182852745056,1967.9580237865448,16.244458198547363,600
1401.1577384471893,27.63298511505127,1932.5370833873749,22.84746503829956,600
1364.2745933532715,28.66740846633911,1959.7628991603851,24.126246452331543,600
1364.9589076042175,28.286691904067993,1958.1515028476715,23.26576519012451,600
1309.9527459144592,16.549001216888428,1902.8907968997955,28.533616304397583,600
1401.0916678905487,30.075136184692383,1949.0975561141968,19.76467776298523,600
1351.8855237960815,27.22318196296692,1942.2018535137177,25.310266733169556,600
1372.4346761703491,28.214910745620728,1966.5490431785583,23.203227758407593,600
1423.7145891189575,26.66027021408081,1937.2291994094849,23.45734715461731,600
1341.4532108306885,21.691072463989258,1958.6924045085907,24.575064420700073,600
1442.5492238998413,27.660892963409424,1931.4329149723053,18.698269367218018,600
1437.5555572509766,26.119765996932983,1946.740993976593,18.306487321853638,600
1352.6700274944305,28.50370740890503,1960.5005736351013,23.958625555038452,600
1300.8081679344177,15.352811813354492,1949.1845145225525,28.671308279037476,600
1446.4213688373566,28.017662525177002,1917.8997993469238,23.4905743598938,600
