zstar_avg_test,SPO_wrong,ETO_wrong,SPO_correct,ETO_correct,n
20.874647786077375,0.679238488116587,0.7412391448486821,0.37005203738717596,0.3780225475373464,400
20.874647786077375,0.4253419301020489,0.8282513763339568,0.3219950135408535,0.3837406259825044,400
20.874647786077375,0.5983816022506497,0.7353096388097631,0.3718888705823978,0.416230406912398,400
20.874647786077375,0.6659418382589911,0.8776195380120838,0.4104349369214009,0.38788538167613035,400
20.874647786077375,0.6942250648996497,0.9423330002018515,0.4348096667285683,0.4975915670060854,400
20.874647786077375,0.5717359739397286,0.6997453278870599,0.46649627685170564,0.35719720046832126,400
20.874647786077375,0.45068539654207823,0.7091784178861118,0.47125244487473106,0.37874561037941534,400
20.874647786077375,0.5400659460834181,0.8791920325377869,0.2970787687272172,0.5066435462849882,400
20.874647786077375,0.49454544687636665,0.6930016082060049,0.34574864206985095,0.30296454607673,400
20.874647786077375,0.6620344875389543,0.8485924236570696,0.4365016233788632,0.41707785357975674,400
20.874647786077375,0.5961258583347919,0.7687864099593262,0.45238373934649273,0.3913160934316203,400
20.874647786077375,0.5667111377534861,0.6159645031324992,0.3970269841752307,0.41949612599140695,400
20.874647786077375,0.6392211811919534,0.8615904922462735,0.4316583525166528,0.41961960432465484,400
20.874647786077375,0.8154697042762853,0.9118471017461743,0.6146517004913588,0.5682223372399184,400
20.874647786077375,0.31956663380345757,0.5485135872203089,0.21081920017242933,0.1959146171725002,400
20.874647786077375,0.7091136520314194,0.9038836787303279,0.6373670940382673,0.5805228851411572,400
20.874647786077375,0.7284157758984126,1.0210718135057681,0.5183861416180148,0.689092745492341,400
20.874647786077375,0.5453434441797861,0.7509901471649223,0.4454791765704276,0.4195783804767757,400
20.874647786077375,0.4340242910094909,0.587415069377543,0.28731807892949146,0.24895579205369817,400
20.874647786077375,0.4883450268534334,0.599744693608254,0.3101956037196584,0.39956399680420324,400
20.874647786077375,0.524703605772378,0.6633443913218852,0.4980569438657845,0.503792136056827,400
20.874647786077375,0.7566208479439644,0.7851123499558871,0.5365815351736878,0.5344388273035996,400
20.874647786077375,0.5998634324158396,0.6930540269540075,0.45021894077946645,0.4447176923773179,400
20.874647786077375,0.6221300321438324,0.8256266095443264,0.4735536309860752,0.4296788040763505,400
20.874647786077375,0.32887981688080103,0.5708222800826589,0.27797695230675723,0.3167605011716554,400
20.874647786077375,0.6095290805111045,0.7815917492470991,0.48607438084537335,0.45690131909763054,400
20.874647786077375,0.48310810601312154,0.5775276271919308,0.3268962668286701,0.27670941149145734,400
20.874647786077375,0.3757741961629656,0.5791129211330425,0.19895288004889763,0.20921515066091104,400
20.874647786077375,0.7207501771176318,0.887732452768598,0.5290196039711232,0.4783947295751282,400
20.874647786077375,0.5602344313267938,0.6919120594959544,0.5054801881635186,0.36973369462309746,400
20.874647786077375,0.5067319125813751,0.6722594214688147,0.3533426574120465,0.3624501573565281,400
20.874647786077375,0.8304189257372284,1.1318890138367446,0.5853486321280273,0.6724228511572555,400
20.874647786077375,0.5532625347682261,0.7655031483340816,0.2736675358860782,0.23258829842422146,400
