"n","methods","avg_regret","std","method_type","setting","lb","ub"
400,"SPO_correct_Lambda_Double_Robust",1.91009089692162,0.342746649944016,"SPO Lambda Double Robust Sample Sigma","Correct linear",1.8150863726031,2.00509542124014
400,"SPO_wrong_Lambda_Double_Robust",1.92841021722507,0.34624458812204,"SPO Lambda Double Robust Sample Sigma","Wrong linear",1.83243611391065,2.02438432053948
600,"SPO_correct_Lambda_Double_Robust",1.77317330883,0.255853733167021,"SPO Lambda Double Robust Sample Sigma","Correct linear",1.702254272222,1.844092345438
600,"SPO_wrong_Lambda_Double_Robust",1.74967736594911,0.263053381644974,"SPO Lambda Double Robust Sample Sigma","Wrong linear",1.67676268859883,1.8225920432994
800,"SPO_correct_Lambda_Double_Robust",1.63309050164394,0.262583508733622,"SPO Lambda Double Robust Sample Sigma","Correct linear",1.56030606641984,1.70587493686803
800,"SPO_wrong_Lambda_Double_Robust",1.63417511509192,0.261849544789769,"SPO Lambda Double Robust Sample Sigma","Wrong linear",1.56159412429351,1.70675610589033
1000,"SPO_correct_Lambda_Double_Robust",1.56048401788516,0.239119490569458,"SPO Lambda Double Robust Sample Sigma","Correct linear",1.49420347667331,1.62676455909701
1000,"SPO_wrong_Lambda_Double_Robust",1.55964818620222,0.252980610415996,"SPO Lambda Double Robust Sample Sigma","Wrong linear",1.48952553858974,1.62977083381469
1200,"SPO_correct_Lambda_Double_Robust",1.54043506163627,0.245431430318027,"SPO Lambda Double Robust Sample Sigma","Correct linear",1.47240493998815,1.60846518328439
1200,"SPO_wrong_Lambda_Double_Robust",1.54839222055423,0.227586155090199,"SPO Lambda Double Robust Sample Sigma","Wrong linear",1.4853085568354,1.61147588427306
1400,"SPO_correct_Lambda_Double_Robust",1.47948321446068,0.228290180931466,"SPO Lambda Double Robust Sample Sigma","Correct linear",1.41620440473482,1.54276202418654
1400,"SPO_wrong_Lambda_Double_Robust",1.47911056677716,0.214034025398814,"SPO Lambda Double Robust Sample Sigma","Wrong linear",1.41978336175761,1.53843777179671
1600,"SPO_correct_Lambda_Double_Robust",1.4572690146673,0.244819427903606,"SPO Lambda Double Robust Sample Sigma","Correct linear",1.38940853143366,1.52512949790095
1600,"SPO_wrong_Lambda_Double_Robust",1.45628618120897,0.258159142710261,"SPO Lambda Double Robust Sample Sigma","Wrong linear",1.38472811767817,1.52784424473978
400,"SPO_correct_Clip_Double_Robust",1.92570977317125,0.343326784394709,"SPO Clip Double Robust","Correct linear",1.83054444378713,2.02087510255537
400,"SPO_wrong_Clip_Double_Robust",1.95852864417071,0.341703369700087,"SPO Clip Double Robust","Wrong linear",1.86381330238197,2.05324398595945
600,"SPO_correct_Clip_Double_Robust",1.73652537878711,0.290374278931093,"SPO Clip Double Robust","Correct linear",1.65603773507509,1.81701302249913
600,"SPO_wrong_Clip_Double_Robust",1.72246252280211,0.278151751760978,"SPO Clip Double Robust","Wrong linear",1.64536279077342,1.7995622548308
800,"SPO_correct_Clip_Double_Robust",1.60480200261942,0.286871018119845,"SPO Clip Double Robust","Correct linear",1.52528541326195,1.68431859197688
800,"SPO_wrong_Clip_Double_Robust",1.58985348007729,0.270894656976474,"SPO Clip Double Robust","Wrong linear",1.51476531209466,1.66494164805991
1000,"SPO_correct_Clip_Double_Robust",1.53914788281114,0.224160737212198,"SPO Clip Double Robust","Correct linear",1.4770136964866,1.60128206913568
1000,"SPO_wrong_Clip_Double_Robust",1.54210549820611,0.250477818401044,"SPO Clip Double Robust","Wrong linear",1.47267658914626,1.61153440726596
1200,"SPO_correct_Clip_Double_Robust",1.53298381875792,0.233506524956717,"SPO Clip Double Robust","Correct linear",1.46825911223663,1.59770852527922
1200,"SPO_wrong_Clip_Double_Robust",1.47359977101918,0.237053336179372,"SPO Clip Double Robust","Wrong linear",1.40789193858517,1.53930760345318
1400,"SPO_correct_Clip_Double_Robust",1.45119151242026,0.210456927311469,"SPO Clip Double Robust","Correct linear",1.392855828404,1.50952719643651
1400,"SPO_wrong_Clip_Double_Robust",1.43021649495985,0.205876675550459,"SPO Clip Double Robust","Wrong linear",1.37315039195886,1.48728259796084
1600,"SPO_correct_Clip_Double_Robust",1.41591112132659,0.236057043851603,"SPO Clip Double Robust","Correct linear",1.3504794470365,1.48134279561669
1600,"SPO_wrong_Clip_Double_Robust",1.41105400984555,0.249089330352062,"SPO Clip Double Robust","Wrong linear",1.34200997003719,1.48009804965391
