"n","methods","avg_regret","std","method_type","setting","lb","ub"
600,"SPO_wrong_Double_Robust",1.70914966254717,0.341094633346261,"SPO Double Robust Sample Sigma","Wrong linear",1.6146030538671,1.80369627122724
800,"SPO_correct_Double_Robust",1.54904655499102,0.30812150943146,"SPO Double Robust Sample Sigma","Correct linear",1.46363962996164,1.6344534800204
800,"SPO_wrong_Double_Robust",1.54092788136589,0.332304020304232,"SPO Double Robust Sample Sigma","Wrong linear",1.4488179063062,1.63303785642558
1000,"SPO_correct_Double_Robust",1.42584206840457,0.27477653856666,"SPO Double Robust Sample Sigma","Correct linear",1.34967789774184,1.5020062390673
1000,"SPO_wrong_Double_Robust",1.46693840262252,0.30620677873308,"SPO Double Robust Sample Sigma","Wrong linear",1.38206221386504,1.55181459138
1200,"SPO_correct_Double_Robust",1.34985442851493,0.262120755479965,"SPO Double Robust Sample Sigma","Correct linear",1.2771982619486,1.42251059508127
1200,"SPO_wrong_Double_Robust",1.39774113658706,0.264460995175057,"SPO Double Robust Sample Sigma","Wrong linear",1.32443628867239,1.47104598450173
1400,"SPO_correct_Double_Robust",1.36240814464504,0.262004886989091,"SPO Double Robust Sample Sigma","Correct linear",1.28978409518579,1.43503219410429
1400,"SPO_wrong_Double_Robust",1.37155848114041,0.222672957294815,"SPO Double Robust Sample Sigma","Wrong linear",1.30983668636912,1.4332802759117
1600,"SPO_correct_Double_Robust",1.30713616421682,0.227091766067789,"SPO Double Robust Sample Sigma","Correct linear",1.24418953814346,1.37008279029018
1600,"SPO_wrong_Double_Robust",1.3233279929257,0.205651611688119,"SPO Double Robust Sample Sigma","Wrong linear",1.26632427444455,1.38033171140685
400,"SPO_correct_Lambda_Double_Robust",1.83702933662704,0.270020648656524,"SPO Lambda Double Robust Sample Sigma","Correct linear",1.76218343139068,1.9118752418634
400,"SPO_wrong_Lambda_Double_Robust",1.83367349209423,0.282783278370366,"SPO Lambda Double Robust Sample Sigma","Wrong linear",1.75528996638743,1.91205701780104
600,"SPO_correct_Lambda_Double_Robust",1.682187955513,0.336272283727568,"SPO Lambda Double Robust Sample Sigma","Correct linear",1.58897803395065,1.77539787707535
600,"SPO_wrong_Lambda_Double_Robust",1.72786485229945,0.322373287173591,"SPO Lambda Double Robust Sample Sigma","Wrong linear",1.63850753602538,1.81722216857351
800,"SPO_correct_Lambda_Double_Robust",1.59348121684529,0.295189776784504,"SPO Lambda Double Robust Sample Sigma","Correct linear",1.51165878522799,1.67530364846258
800,"SPO_wrong_Lambda_Double_Robust",1.60295397959359,0.279806384069803,"SPO Lambda Double Robust Sample Sigma","Wrong linear",1.52539560688834,1.68051235229885
1000,"SPO_correct_Lambda_Double_Robust",1.52744152594512,0.304941105814589,"SPO Lambda Double Robust Sample Sigma","Correct linear",1.44291616382179,1.61196688806846
1000,"SPO_wrong_Lambda_Double_Robust",1.51537186869299,0.281655351373597,"SPO Lambda Double Robust Sample Sigma","Wrong linear",1.4373009883988,1.59344274898718
1200,"SPO_correct_Lambda_Double_Robust",1.43259601271697,0.290959637693037,"SPO Lambda Double Robust Sample Sigma","Correct linear",1.35194611583415,1.51324590959979
1200,"SPO_wrong_Lambda_Double_Robust",1.4392806522154,0.285290850206668,"SPO Lambda Double Robust Sample Sigma","Wrong linear",1.36020206305709,1.51835924137372
