zstar_avg_test,SPO_wrong,ETO_wrong,SPO_correct,ETO_correct,n
20.874647786077375,2.3565018920347782,2.5856887050181077,2.5005473509190264,2.6191132198703873,400
20.874647786077375,3.2772603477600377,3.3333808401612375,3.059206701811253,3.0437335155510294,400
20.874647786077375,3.479688410057584,3.5507104480251845,3.4027234361495955,3.3382132636875332,400
20.874647786077375,3.4825667358006505,3.2799387941028955,2.972177560006675,2.710519996000467,400
20.874647786077375,2.852058128885392,2.9980979654541664,2.8591451387006446,2.8096057910463745,400
20.874647786077375,3.148111800956427,3.036169028587586,3.189272659256219,3.2767742253618395,400
20.874647786077375,3.0127582034891307,3.022542976969751,2.9265696667219316,2.804600529443441,400
20.874647786077375,3.004074323278564,3.337993894783449,3.2988330435877615,3.483955953561281,400
20.874647786077375,2.690799837048909,2.413273342536429,2.710230397025569,2.8331376413896363,400
20.874647786077375,3.0110057222006765,3.0630081908513187,2.7318237074443195,2.7309243187126393,400
20.874647786077375,3.487412957543163,3.2460139011880127,3.5359052161283975,3.1824079260839166,400
20.874647786077375,2.513333332381543,2.59272185314578,2.4693985897848783,2.625499896966963,400
20.874647786077375,3.452832457569659,3.136859268309682,3.4413098311843755,3.2957817236493603,400
20.874647786077375,2.8311310807166605,2.702547465759542,2.5454232691716534,2.488803594799774,400
20.874647786077375,2.4183143100929123,1.9383880538460845,2.64402709063672,2.617252088757389,400
20.874647786077375,2.850593937087606,2.8268898028602627,3.018584025215067,3.350968211862654,400
20.874647786077375,3.101020654812819,3.0217378572848745,3.279536941556704,3.5690256587293407,400
20.874647786077375,2.531021327283106,2.460256896330335,2.831031736352157,2.7683624192110527,400
20.874647786077375,3.334037010314713,3.374693801087075,3.0041808263952525,2.911149278347637,400
20.874647786077375,2.768016342955593,2.990240269506581,2.7026895154420543,2.552426434412677,400
20.874647786077375,3.053047565423541,2.8141337448595958,2.942989565856634,2.87942859084241,400
20.874647786077375,2.848639496597722,2.8177885462175527,2.690757926700985,2.75548169761027,400
20.874647786077375,2.5705770574505165,2.6937174740778294,2.747710049262687,2.7125428428068634,400
20.874647786077375,3.144632177318228,3.132098736755638,2.617538375123803,2.7235368648829392,400
20.874647786077375,2.5892673279336393,2.761722665325951,2.563809356983715,2.624290261405518,400
20.874647786077375,3.173662527544834,3.2241624942880414,2.9268079126110735,3.010258501784628,400
20.874647786077375,2.746319263223237,2.6432512303227558,2.696913266494486,2.8206292767155334,400
20.874647786077375,2.9100603681378248,2.964935794675324,2.7398519851975154,2.801156212711849,400
20.874647786077375,3.2235964615248713,3.1998100664508597,2.969139221166761,2.8700685492366125,400
20.874647786077375,3.5547528837434554,3.0675031158792776,3.6194519492730333,3.254547684902007,400
20.874647786077375,3.3310624236729507,2.9855701388381366,3.073440895578673,2.857596602897844,400
20.874647786077375,2.950034049194888,2.823447332912285,2.6856343743719115,2.872282867974115,400
20.874647786077375,2.9087212793880095,3.236006821490721,2.6859463874922755,2.836316617172631,400
20.874647786077375,3.504107501478222,3.7744792366785083,3.3428625865049946,3.0917103169130655,400
20.874647786077375,3.219648128710847,2.8650966749302347,3.3345636106724217,3.2502512479318613,400
20.874647786077375,2.3813001980580184,2.608315997179968,2.5738929346272417,2.9201207500173645,400
20.874647786077375,3.3177180541137696,3.5359203434662563,3.6383842336687757,3.6435726082714233,400
20.874647786077375,3.144228644936658,3.457401402002443,3.29904055795094,3.178472798737107,400
20.874647786077375,2.6486770143770597,3.351224425262244,2.1895923247602465,2.353986306706147,400
20.874647786077375,2.6915821440365066,2.5969652134532955,2.79922345098755,2.8462627910937845,400
20.874647786077375,3.0520563297056875,2.874402779140245,2.9997794650635203,2.948068128562302,400
20.874647786077375,3.1741562489206525,3.1831671530844794,3.2034980086386557,3.2277152326074687,400
20.874647786077375,3.4189138313621332,3.424126681541469,3.284466588767034,2.9750918049373403,400
20.874647786077375,4.002338575627451,4.130312438831871,3.9255425633709966,3.939121837606673,400
20.874647786077375,3.134468692313589,3.3939272218295513,2.7396578017564344,2.771613381895993,400
20.874647786077375,3.3197795224566002,3.408097488733364,3.228909047868918,3.234221450578094,400
20.874647786077375,3.0284146007823014,3.062669958132867,3.2253265489134306,3.1965536208409913,400
20.874647786077375,3.339674216989147,3.473460779042922,3.240948363813711,3.4658137031029006,400
20.874647786077375,3.171396811187676,2.997096618873065,3.3895550242282506,3.2787384240831905,400
20.874647786077375,2.8512172443054298,2.9113735777917067,2.6840415251756773,2.845449849431236,400
20.874647786077375,3.267513338724207,3.187675027008207,3.3262458840791935,3.3789330822723356,600
20.874647786077375,2.7860552366268245,2.8632766678434907,2.672531719545302,2.710783650224988,600
