SPO_wrong,ETO_wrong,SPO_correct,ETO_correct,n
2233.8921225070953,32.86052703857422,2264.4397015571594,29.123581409454346,400
2271.9170002937317,34.60789227485657,2301.6306903362274,28.710748195648193,400
2281.350217103958,33.28776240348816,2274.6400310993195,31.94658589363098,400
2274.6517503261566,35.19290375709534,2304.1598241329193,27.579169988632202,400
2272.0237102508545,31.69496464729309,2256.7152137756348,33.706000089645386,400
2287.358664751053,36.246392011642456,2331.357885360718,24.86974263191223,400
2236.4856808185577,31.216203689575195,2277.9645495414734,33.907135248184204,400
2297.030177116394,31.95394015312195,2334.7024834156036,23.336869716644287,400
2272.8599383831024,31.869019031524658,2261.559323310852,32.363481283187866,400
2307.6095192432404,34.28082489967346,2294.0976123809814,25.360946893692017,400
2251.897386074066,32.56968665122986,2302.797801733017,29.129785299301147,400
2277.2871894836426,35.20923352241516,2307.008151769638,26.280092000961304,400
2270.88188457489,32.99223613739014,2277.529249191284,30.02275586128235,400
2248.3922958374023,35.1092095375061,2277.260308265686,30.343793153762817,400
2295.4339838027954,31.858046531677246,2327.4232466220856,24.503464221954346,400
2274.673866033554,34.80132555961609,2256.373706102371,30.150524139404297,400
2322.9899487495422,34.366634130477905,2322.7702424526215,22.86934185028076,400
2260.7907979488373,35.313289165496826,2305.074718475342,33.163893699645996,400
2339.0333902835846,32.77334403991699,2333.236035346985,22.65890145301819,400
2303.4907245635986,30.0600426197052,2320.0068600177765,23.123966932296753,400
2260.6739435195923,34.99342370033264,2310.057753801346,30.138293743133545,400
2301.3971819877625,34.47261047363281,2301.084453344345,25.240542888641357,400
2340.7658512592316,34.19089984893799,2311.545174598694,22.602851152420044,400
2246.481208086014,34.00204396247864,2330.9249815940857,30.10729670524597,400
2324.630663871765,34.39596343040466,2283.714019536972,23.98553776741028,400
2255.2853348255157,36.60474872589111,2296.016377687454,30.726829767227173,400
2246.791260242462,30.291285753250122,2297.4152982234955,35.01940059661865,400
2283.8318667411804,32.175092458724976,2306.0581846237183,27.61774468421936,400
2277.745072364807,34.59770965576172,2359.2254979610443,23.308553457260132,400
2269.360625743866,34.7944655418396,2285.8449075222015,30.995197296142578,400
2303.9388501644135,33.16660976409912,2308.3434216976166,25.474854946136475,400
2244.9342272281647,31.517056226730347,2278.5535051822662,29.531328916549683,400
2292.3212423324585,33.05521512031555,2316.728580236435,24.13741159439087,400
2284.1031539440155,29.9188494682312,2293.3331620693207,28.95909094810486,400
2302.6049263477325,35.11483359336853,2324.9686303138733,24.05302405357361,400
2270.7989313602448,34.91791534423828,2317.7599782943726,28.12812852859497,400
2271.5586841106415,33.49464154243469,2327.3558881282806,25.22608757019043,400
2308.353155374527,32.72492027282715,2239.5722064971924,27.144089460372925,400
2311.5867705345154,32.314600706100464,2315.6157467365265,24.13712978363037,400
2344.5142147541046,30.418266773223877,2261.833473443985,25.204655170440674,400
2295.077065229416,31.053112506866455,2310.674745798111,25.191150188446045,400
2292.52711892128,33.623159646987915,2285.855503797531,27.05114245414734,400
2330.094432592392,34.61733937263489,2284.7453112602234,24.43016266822815,400
2277.4485108852386,35.488540172576904,2279.053862094879,30.115355491638184,400
2234.023609638214,30.50234293937683,2269.24129652977,30.207411527633667,400
2289.658036470413,30.71066427230835,2267.5357336997986,30.138174295425415,400
2267.526216030121,31.832963705062866,2313.8837089538574,26.610151290893555,400
2282.7464509010315,30.872820615768433,2284.4623370170593,28.3131320476532,400
2274.78999209404,34.33786964416504,2314.4732863903046,28.667014837265015,400
2257.2377581596375,33.0143518447876,2265.9873695373535,31.442581176757812,400
2207.6680357456207,29.941741466522217,2358.7175624370575,34.76630973815918,600
2276.8222539424896,36.85022044181824,2314.9884667396545,31.097925186157227,600
2223.98961186409,28.62808394432068,2300.152032136917,31.80591106414795,600
2267.237362384796,37.057445764541626,2334.126889705658,28.949294090270996,600
2251.1390087604523,32.41933536529541,2367.5368151664734,30.264153242111206,600
2318.5628995895386,34.1744909286499,2351.1428163051605,25.497437715530396,600
2248.413991212845,31.52517795562744,2387.0138459205627,27.733948469161987,600
2294.230625152588,29.454344511032104,2374.5965015888214,27.969100952148438,600
2294.840038537979,35.312575340270996,2353.870092153549,30.15811252593994,600
2313.8203337192535,33.54114127159119,2372.8056650161743,24.18060326576233,600
2231.4358127117157,32.563796043395996,2387.2323248386383,31.81011462211609,600
2256.332101583481,34.43060517311096,2311.3186404705048,28.61254858970642,600
2292.203455686569,36.90636205673218,2362.1478493213654,31.593180418014526,600
2363.680809736252,30.76685333251953,2386.1879982948303,22.872270345687866,600
2262.516937494278,34.75111484527588,2375.841103553772,29.91484260559082,600
2318.605447769165,33.91729402542114,2380.320412158966,24.09941792488098,600
2243.459927558899,33.24783444404602,2380.4731998443604,31.32802438735962,600
2318.423675060272,36.21200251579285,2389.753850698471,23.507253170013428,600
2248.1503989696503,34.14228940010071,2359.689430475235,35.40571451187134,600
2327.6945259571075,39.13538408279419,2381.7007513046265,22.675365209579468,600
2279.8855464458466,33.08073306083679,2357.804929971695,24.40645122528076,600
2273.3705682754517,31.695225954055786,2334.6857526302338,33.745747327804565,600
2287.50892663002,32.637333393096924,2320.8178153038025,31.67217254638672,600
2312.3239114284515,29.115731239318848,2340.2849411964417,27.601059198379517,600
2274.1502788066864,36.64346504211426,2374.7266075611115,29.62565326690674,600
