"n","methods","avg_regret","std","method_type","setting","lb","ub"
600,"SPO_correct_Clip_Double_Robust",0.24616904205869,0.0910972205796816,"SPO Clip tree Double Robust","Correct linear",0.220918180790387,0.271419903326993
600,"SPO_wrong_Clip_Double_Robust",0.759840943552366,0.129803962293322,"SPO Clip tree Double Robust","Wrong linear",0.723861120863069,0.795820766241662
800,"SPO_correct_Clip_Double_Robust",0.135045620014834,0.0540389559115642,"SPO Clip tree Double Robust","Correct linear",0.120066785642898,0.150024454386771
800,"SPO_wrong_Clip_Double_Robust",0.65679449727271,0.0985503561485114,"SPO Clip tree Double Robust","Wrong linear",0.629477732225293,0.684111262320127
1000,"SPO_correct_Clip_Double_Robust",0.0920590695787425,0.0310822464070555,"SPO Clip tree Double Robust","Correct linear",0.083443510432838,0.100674628724647
1000,"SPO_wrong_Clip_Double_Robust",0.622942294185767,0.0926782687166515,"SPO Clip tree Double Robust","Wrong linear",0.597253188732723,0.648631399638811
1200,"SPO_correct_Clip_Double_Robust",0.07759873828857,0.0254145303470694,"SPO Clip tree Double Robust","Correct linear",0.070554189882929,0.0846432866942109
1200,"SPO_wrong_Clip_Double_Robust",0.597305167128333,0.0713150156874516,"SPO Clip tree Double Robust","Wrong linear",0.577537653300669,0.617072680955998
1400,"SPO_correct_Clip_Double_Robust",0.0645506837569666,0.0199924618291121,"SPO Clip tree Double Robust","Correct linear",0.0590090560668311,0.0700923114471022
1400,"SPO_wrong_Clip_Double_Robust",0.568903607124569,0.0545500910765672,"SPO Clip tree Double Robust","Wrong linear",0.553783093313252,0.584024120935886
1600,"SPO_correct_Clip_Double_Robust",0.054552360343076,0.0170636408232861,"SPO Clip tree Double Robust","Correct linear",0.0498225604170282,0.0592821602691239
1600,"SPO_wrong_Clip_Double_Robust",0.555998877143931,0.0461698486093096,"SPO Clip tree Double Robust","Wrong linear",0.543201248033035,0.568796506254826
