zstar_avg_test,ETO_regret,n
20.874647786077375,2.444401632074515,400
20.874647786077375,2.6877929541844607,400
20.874647786077375,3.3622202932497953,400
20.874647786077375,2.8357164991860144,400
20.874647786077375,2.692081095292577,400
20.874647786077375,3.1183407850795923,400
20.874647786077375,2.379808853743726,400
20.874647786077375,3.3028712823440585,400
20.874647786077375,2.6311144245545717,400
20.874647786077375,2.987270162761323,400
20.874647786077375,2.8981355822117,400
20.874647786077375,3.655867008165622,400
20.874647786077375,3.9300472442879903,400
20.874647786077375,3.1463295084385066,400
20.874647786077375,2.3608798337055363,400
20.874647786077375,2.739604454028324,400
20.874647786077375,3.4515476033862957,400
20.874647786077375,2.483516639382114,400
20.874647786077375,3.1540370825692077,400
20.874647786077375,3.2875800653912197,400
20.874647786077375,2.4164738521753617,400
20.874647786077375,2.3822608045805573,400
20.874647786077375,3.027011247154788,400
20.874647786077375,2.6955280265831316,400
20.874647786077375,3.057444766845401,400
20.874647786077375,2.5338280902706436,400
20.874647786077375,3.0458789041589323,400
20.874647786077375,2.9386086051646765,400
20.874647786077375,3.076785515263692,400
20.874647786077375,2.7289027476207304,400
20.874647786077375,3.0951072072494816,400
20.874647786077375,3.1589255793997593,400
20.874647786077375,3.481742090830263,400
20.874647786077375,3.272309153765324,400
20.874647786077375,3.0002228944766864,400
20.874647786077375,3.3011736019643427,400
20.874647786077375,3.1197946355202255,400
20.874647786077375,3.33095065629422,400
20.874647786077375,3.1672887294157177,400
20.874647786077375,3.8834864288240154,400
20.874647786077375,2.8432974596253007,400
20.874647786077375,3.5905816877053494,400
20.874647786077375,3.492895918609945,400
20.874647786077375,3.6473426933206037,400
20.874647786077375,2.525630855086296,400
20.874647786077375,3.1687353780238245,400
20.874647786077375,2.7938878535245992,400
20.874647786077375,3.87939367296357,400
20.874647786077375,2.8153201401336356,400
20.874647786077375,2.7527801288072484,400
20.874647786077375,2.6400654495508777,600
20.874647786077375,2.783762274128203,600
20.874647786077375,3.500726465978653,600
20.874647786077375,3.1204892100167347,600
20.874647786077375,3.467723542296404,600
20.874647786077375,2.895124756449409,600
20.874647786077375,2.683818939081252,600
20.874647786077375,1.9311803216473822,600
20.874647786077375,3.0911774441647237,600
20.874647786077375,2.4690172673538764,600
20.874647786077375,2.581202667774555,600
20.874647786077375,4.008065246055431,600
20.874647786077375,2.661120718866755,600
20.874647786077375,2.7311554487825545,600
20.874647786077375,2.3697042493429037,600
20.874647786077375,3.075671018784063,600
20.874647786077375,3.18279643582035,600
20.874647786077375,2.57845145694318,600
20.874647786077375,3.1025500114593254,600
20.874647786077375,3.1178728885807208,600
20.874647786077375,2.7474456122938897,600
20.874647786077375,2.680409678231548,600
20.874647786077375,3.24020396491479,600
20.874647786077375,3.4866897183468457,600
20.874647786077375,2.231607444714657,600
20.874647786077375,2.5039198950381842,600
20.874647786077375,2.6630393673159722,600
20.874647786077375,2.5921206015275025,600
20.874647786077375,2.5301570365831143,600
20.874647786077375,3.5009008533605295,600
20.874647786077375,2.8180814937171954,600
20.874647786077375,2.5641679725887796,600
20.874647786077375,3.514329859647698,600
20.874647786077375,3.153473190527353,600
20.874647786077375,3.2256732889311115,600
20.874647786077375,3.090466411714951,600
20.874647786077375,3.110487484311393,600
20.874647786077375,3.313410480750776,600
20.874647786077375,3.136188797224141,600
20.874647786077375,2.773285029572528,600
20.874647786077375,2.969136694222023,600
20.874647786077375,2.781367600435487,600
20.874647786077375,3.106237916953785,600
20.874647786077375,3.6762594857746786,600
20.874647786077375,2.3481970438714193,600
20.874647786077375,2.8282147980573256,600
20.874647786077375,3.265091228961871,600
20.874647786077375,2.5805001572301167,600
20.874647786077375,2.702709967132308,600
20.874647786077375,2.6980938236754684,600
20.874647786077375,2.2074394546956397,800
20.874647786077375,2.8523620984689626,800
20.874647786077375,3.326799493400226,800
20.874647786077375,2.7838721245993074,800
20.874647786077375,3.0041019111576626,800
20.874647786077375,2.981292729027233,800
20.874647786077375,2.8540496432413667,800
20.874647786077375,2.044715038277377,800
20.874647786077375,2.734822024148073,800
20.874647786077375,2.779007664058676,800
20.874647786077375,2.2885050057990357,800
20.874647786077375,2.6775189245910895,800
20.874647786077375,2.72839104024301,800
20.874647786077375,3.2593160216148824,800
20.874647786077375,2.297882878917709,800
20.874647786077375,2.874277707058397,800
20.874647786077375,2.398148876570167,800
20.874647786077375,2.4778811676600614,800
20.874647786077375,2.92961191954981,800
20.874647786077375,2.7136284616777555,800
20.874647786077375,2.6466666795952953,800
20.874647786077375,2.8120905540376064,800
20.874647786077375,2.7449177550884625,800
20.874647786077375,3.24494335874837,800
20.874647786077375,2.3922419954283405,800
20.874647786077375,2.94323483428533,800
20.874647786077375,2.6344036156717094,800
20.874647786077375,2.733682577679542,800
20.874647786077375,2.7292916608708464,800
20.874647786077375,3.1785731573899616,800
20.874647786077375,2.929263654694892,800
20.874647786077375,2.7209495132549884,800
20.874647786077375,3.126662024906903,800
20.874647786077375,3.0444200268247537,800
20.874647786077375,2.7247564012383894,800
20.874647786077375,2.7245210293951336,800
20.874647786077375,2.947380373800028,800
20.874647786077375,3.056187281993221,800
20.874647786077375,3.1725855187539116,800
20.874647786077375,2.732603511924803,800
20.874647786077375,3.25632394875942,800
20.874647786077375,3.093092016810094,800
20.874647786077375,2.652646952908616,800
20.874647786077375,3.3123875785599486,800
20.874647786077375,2.540069027039011,800
20.874647786077375,2.6374779994810096,800
20.874647786077375,3.2798970700370416,800
20.874647786077375,2.2150921037875815,800
20.874647786077375,2.792265797462396,800
20.874647786077375,3.1609717846500116,800
20.874647786077375,2.1279744991412257,1000
20.874647786077375,2.744678173006555,1000
20.874647786077375,2.641574403273653,1000
20.874647786077375,2.7324288417020055,1000
20.874647786077375,2.644820217388088,1000
20.874647786077375,2.9851039855225063,1000
20.874647786077375,2.492720595078273,1000
20.874647786077375,2.6307768978838726,1000
20.874647786077375,2.642852322051989,1000
20.874647786077375,2.725963908541937,1000
20.874647786077375,2.3685388301295816,1000
20.874647786077375,2.6094086984348763,1000
20.874647786077375,2.8696528552149054,1000
20.874647786077375,3.276225093259211,1000
20.874647786077375,2.393220390546792,1000
20.874647786077375,2.8219438811699478,1000
20.874647786077375,2.6453455918707194,1000
20.874647786077375,2.528863352296284,1000
20.874647786077375,2.931364905733612,1000
20.874647786077375,2.927488478144124,1000
20.874647786077375,2.704149343703611,1000
20.874647786077375,3.250613881896761,1000
20.874647786077375,2.623989473070805,1000
20.874647786077375,3.3283437574997565,1000
20.874647786077375,2.543553816444063,1000
20.874647786077375,2.9869191526679666,1000
20.874647786077375,2.7842062960942524,1000
20.874647786077375,2.4817212920188205,1000
20.874647786077375,2.78908240343184,1000
20.874647786077375,3.0228213727008315,1000
20.874647786077375,3.104014083483989,1000
20.874647786077375,2.7003565114502357,1000
20.874647786077375,2.5739195350151265,1000
20.874647786077375,2.9722276173630364,1000
20.874647786077375,2.835440418002187,1000
20.874647786077375,2.8781248493101286,1000
20.874647786077375,2.7482528735751917,1000
20.874647786077375,3.1244229392326166,1000
20.874647786077375,3.6291401994740453,1000
20.874647786077375,2.730304383027324,1000
20.874647786077375,2.973590377178075,1000
20.874647786077375,2.8993221561899363,1000
20.874647786077375,2.4745743279217653,1000
20.874647786077375,2.9730934581464723,1000
20.874647786077375,2.7461680387201404,1000
20.874647786077375,2.834375355572871,1000
20.874647786077375,3.1744633585962867,1000
20.874647786077375,2.7899962796760143,1000
20.874647786077375,2.460554899544381,1000
20.874647786077375,2.87449319671793,1000
20.874647786077375,2.1362395961021856,1200
20.874647786077375,2.263067170668968,1200
20.874647786077375,2.4765242122942337,1200
20.874647786077375,2.447261426398961,1200
20.874647786077375,2.2472225147979286,1200
20.874647786077375,2.8768714226686884,1200
20.874647786077375,3.0231189045160853,1200
20.874647786077375,2.6070580265064107,1200
