zstar_avg_test,ETO_regret,n
20.299868713125193,2.066682416513581,400
20.299868713125193,1.9451521691514857,400
20.299868713125193,2.4393298298470882,400
20.299868713125193,1.973846920854919,400
20.299868713125193,2.1081811792716323,400
20.299868713125193,2.8769763206796823,400
20.299868713125193,2.07336023817088,400
20.299868713125193,2.067967172229401,400
20.299868713125193,2.491701586993384,400
20.299868713125193,2.462689777459119,400
20.299868713125193,2.5438502520817274,400
20.299868713125193,1.967259397081713,400
20.299868713125193,2.548020052042507,400
20.299868713125193,2.0137298705284947,400
20.299868713125193,1.6713140006733702,400
20.299868713125193,2.0069646967059143,400
20.299868713125193,2.1730389269436143,400
20.299868713125193,2.3169878137644044,400
20.299868713125193,2.2072302054192265,400
20.299868713125193,2.554366192641835,400
20.299868713125193,2.3182674259156792,400
20.299868713125193,2.323740824848711,400
20.299868713125193,2.5724997409801977,400
20.299868713125193,2.4513410747505855,400
20.299868713125193,2.1876111934372515,400
20.299868713125193,2.5935146788303074,400
20.299868713125193,2.4838281523585595,400
20.299868713125193,1.8364452900521808,400
20.299868713125193,2.176325309356195,400
20.299868713125193,2.519339220200958,400
20.299868713125193,2.067004343780962,400
20.299868713125193,2.3404725671710453,400
20.299868713125193,2.0779621348608237,400
20.299868713125193,1.9261927905574727,400
20.299868713125193,2.375484087433079,400
20.299868713125193,2.5453473651983978,400
20.299868713125193,1.9565681324501856,400
20.299868713125193,1.9402942715555516,400
20.299868713125193,2.5134994359046083,400
20.299868713125193,1.9087580049320072,400
20.299868713125193,1.9317635024958595,400
20.299868713125193,1.9182203383423155,400
20.299868713125193,1.8722915617384122,400
20.299868713125193,1.870993210994988,400
20.299868713125193,2.8640512315986633,400
20.299868713125193,2.391962506009121,400
20.299868713125193,2.3411408136148597,400
20.299868713125193,1.8648932851667146,400
20.299868713125193,3.048254379991257,400
20.299868713125193,2.31782632176088,400
20.299868713125193,2.0223007260756387,600
20.299868713125193,2.073005942805981,600
20.299868713125193,2.405169822945796,600
20.299868713125193,2.0117645572720786,600
20.299868713125193,1.7531020535555053,600
20.299868713125193,2.688506679549728,600
20.299868713125193,2.149275819670583,600
20.299868713125193,1.875292787926826,600
20.299868713125193,2.706768406093594,600
20.299868713125193,1.912098108414731,600
20.299868713125193,2.394660309465544,600
20.299868713125193,1.703594892429131,600
20.299868713125193,2.2946192797941576,600
20.299868713125193,1.8456171646811694,600
20.299868713125193,1.7077721390862382,600
20.299868713125193,1.757671409759388,600
20.299868713125193,2.0164813832822137,600
20.299868713125193,2.1036001751957376,600
20.299868713125193,2.2806065152567485,600
20.299868713125193,2.470724394358761,600
20.299868713125193,1.9655649175700047,600
20.299868713125193,2.0695312031285473,600
20.299868713125193,2.1199952860664344,600
