"n","methods","avg_regret","std","lb","ub"
400,"SPO_Correct_CDR",3.04689128832631,0.336414854975749,2.95364184803017,3.14014072862244
400,"SPO_Wrong_CDR",3.04508103191944,0.345700130782113,2.94925784448006,3.14090421935882
600,"SPO_Correct_CDR",3.12115592003208,0.322487155589903,3.03176704104331,3.21054479902084
600,"SPO_Wrong_CDR",3.12313248463983,0.328898800887783,3.03196638824653,3.21429858103312
800,"SPO_Correct_CDR",3.03606769623741,0.402586225408131,2.92447648783804,3.14765890463678
800,"SPO_Wrong_CDR",2.98767546645066,0.370015595506963,2.88511237605338,3.09023855684794
1000,"SPO_Correct_CDR",2.64366735003339,0.439619185254049,2.52181112887651,2.76552357119026
1000,"SPO_Wrong_CDR",2.64592103558936,0.435121680045165,2.52531145927368,2.76653061190504
1200,"SPO_Correct_CDR",2.05430292134741,0.499274712385584,1.91591103170471,2.19269481099011
1200,"SPO_Wrong_CDR",2.13726724463955,0.507858138244766,1.99649615073356,2.27803833854554
1400,"SPO_Correct_CDR",1.42256988264671,0.316982918995485,1.33470670020224,1.51043306509118
1400,"SPO_Wrong_CDR",1.52511016643524,0.327549052529236,1.4343182011991,1.61590213167139
1600,"SPO_Correct_CDR",1.14646447876894,0.338979036902588,1.05250428350477,1.24042467403311
1600,"SPO_Wrong_CDR",1.28025060987445,0.358169388394939,1.18097112056223,1.37953009918667
400,"SPO_Correct_Wrong_CDR",3.17426008007547,0.395505266857662,3.06463161324897,3.28388854690197
400,"SPO_Wrong_Wrong_CDR",3.17237253124794,0.395752297694317,3.06267559096698,3.28206947152891
600,"SPO_Correct_Wrong_CDR",3.08111251415745,0.402559123785391,2.96952881794464,3.19269621037026
600,"SPO_Wrong_Wrong_CDR",3.0846569296778,0.404743071895753,2.9724678739337,3.1968459854219
800,"SPO_Correct_Wrong_CDR",3.02151014039269,0.390825694035591,2.913178784975,3.12984149581037
800,"SPO_Wrong_Wrong_CDR",3.02686239280235,0.37560491862132,2.92275002108072,3.13097476452398
1000,"SPO_Correct_Wrong_CDR",2.9159845931871,0.37257604226303,2.8127117831583,3.0192574032159
1000,"SPO_Wrong_Wrong_CDR",2.92736979779876,0.375653624538876,2.82324392548558,3.03149567011195
1200,"SPO_Correct_Wrong_CDR",2.80365204492684,0.335718475470393,2.71059563118155,2.89670845867213
1200,"SPO_Wrong_Wrong_CDR",2.7986650327736,0.336381241922227,2.70542490954055,2.89190515600664
1400,"SPO_Correct_Wrong_CDR",2.75698241005721,0.458279059122437,2.62995393574775,2.88401088436666
1400,"SPO_Wrong_Wrong_CDR",2.76413737957676,0.464298407654343,2.63544042697853,2.89283433217499
1600,"SPO_Correct_Wrong_CDR",2.7028339406638,0.38664083554156,2.59566256883933,2.81000531248827
1600,"SPO_Wrong_Wrong_CDR",2.70643478686604,0.387630027756368,2.59898922494856,2.81388034878352
